"x","y","z"
336860,4749983,-4762
330285,4767910,-1573
330654,4758255,-4264
331942,4750028,-6560
322907,4773386,-4497
332811,4763068,-279
322083,4767905,-5340
329765,4761355,-1368
328412,4768117,-2608
327004,4761748,-2154
332998,4749265,-3625
329224,4755661,-3928
327193,4761555,-2041
336116,4746613,-5250
336255,4746444,-5744
327443,4761334,-3374
336319,4746312,-5848
323238,4764146,-5595
337402,4752094,-2738
335904,4746670,-5231
329520,4757542,-2418
328378,4768147,-721
328320,4768135,-769
330768,4761183,-579
328355,4768142,-771
322706,4765924,-6903
331508,4755689,-3763
337048,4751366,-4185
329426,4761784,-1313
320994,4768879,-6722
335861,4750359,-5071
331134,4749302,-6617
327244,4762558,-2332
326422,4757923,-5824
336447,4750966,-4941
332779,4767612,418
329413,4758195,-1838
329306,4758579,-1661
327337,4762428,-2283
329396,4758221,-1786
332639,4762560,-901
327490,4761160,-3027
328916,4758151,-1877
336432,4750980,-4916
334851,4751197,-4228
327524,4761266,-3168
327668,4761232,-2985
327610,4761598,-1785
327616,4761572,-1656
329294,4760679,-2468
334026,4756716,-880
327186,4761307,-3051
336230,4751195,-4798
325576,4760386,-4784
314319,4779928,-6655
321111,4772319,-3541
336335,4746463,-5852
342030,4748155,-5110
342735,4748591,-4682
320031,4774483,-4903
331902,4763329,-3363
327298,4762819,-1622
330646,4757885,-2021
337618,4750140,-4986
337992,4749937,-4764
325760,4765829,-3769
337697,4750028,-4049
326044,4766183,-3168
330581,4762420,-1514
327233,4762623,-1589
327652,4760966,-1800
327349,4761186,-3157
327196,4761189,-2708
327366,4761037,-2982
327077,4767273,-1903
327596,4761299,-2013
316453,4778746,-7260
327283,4761080,-2635
327668,4764756,-1301
331907,4760673,-631
327360,4761098,-2744
338022,4749848,-4454
326921,4762465,-1102
333173,4755484,-2371
327519,4761395,-3092
327565,4761477,-2221
337152,4750746,-5493
323082,4770960,-1476
338101,4750167,-4630
336659,4751112,-4267
337002,4751041,-4804
326747,4766996,-1332
337069,4750874,-4603
333094,4755463,-2520
329173,4760952,-3154
326923,4764940,-1677
327699,4760804,-2822
327744,4761388,-3027
330742,4763096,-5070
336685,4751157,-4519
324388,4773016,-2755
329525,4757026,-3263
320438,4772675,-4392
334463,4749844,-4756
341382,4748131,-5297
327017,4757915,-5361
325963,4762260,-603
336377,4750835,-5388
330107,4760869,-1332
336458,4751193,-4554
334543,4751348,-4117
321142,4774812,-3150
329828,4754709,-5229
335788,4752087,-3692
329870,4761584,-1289
321546,4773948,-5371
327822,4761399,-1947
327680,4760786,-2684
337182,4751171,-4189
324267,4772871,-2814
326854,4767582,-852
335882,4751132,-5224
327324,4762750,-1220
329934,4757008,-3507
321796,4774207,-5069
337299,4751035,-4422
339598,4748918,-4460
327054,4768144,-932
332158,4766189,-1399
339314,4749030,-4460
339358,4748696,-4800
339326,4748816,-4142
336045,4750793,-5339
326740,4764563,-1803
338961,4749158,-4826
326464,4767785,-1124
330174,4760938,-1150
338166,4750101,-5127
320536,4772463,-4119
341519,4748241,-3951
329021,4758139,-1844
338814,4749411,-4706
338802,4749308,-4803
339155,4748963,-4773
328507,4762113,-1853
328447,4762189,-1837
339279,4748921,-5004
341316,4748157,-4979
325664,4761934,-2497
337373,4751318,-4015
323785,4764467,-937
337345,4750841,-4202
337362,4750641,-4449
327809,4761711,-2082
327823,4761367,-1968
337616,4750373,-4757
332187,4765791,-997
331448,4762668,-4193
341257,4748225,-5233
325423,4757923,-5410
326669,4766404,-974
323147,4764144,-5730
336520,4751145,-4686
336476,4751074,-4563
336648,4751004,-3051
327741,4765710,-1037
338477,4749474,-5302
326876,4759376,-4175
331149,4756207,-3190
323174,4764174,-5623
322692,4774249,-5579
328070,4766864,-127
326138,4765815,-3715
328105,4762433,-2067
337990,4750047,-4538
328535,4762801,-1683
322982,4768109,-5895
343634,4743423,-8180
341437,4744059,-7137
326925,4769182,-2282
329550,4761214,-1527
327099,4765655,-1637
334153,4755896,-1761
325400,4766702,-3740
326276,4770822,-1808
338294,4749996,-3867
335093,4751172,-4492
327002,4761512,-1903
331166,4764281,-531
336528,4751244,-5144
327661,4764926,-1455
327411,4763399,-1851
337284,4749381,-5317
332046,4763514,-1269
328256,4767913,-965
325192,4771911,-2916
337145,4748856,-5139
332381,4763592,-804
343296,4744222,-9006
337224,4749271,-5185
329890,4758588,-4891
324353,4764616,-825
331221,4763001,-1895
327651,4764305,-797
326337,4762840,-164
332310,4763959,-1062
331932,4763607,-736
327363,4762998,-1817
323923,4767521,-5849
323043,4761397,-1331
334086,4749897,-4483
325929,4766184,-2979
330369,4758433,-3908
323849,4762189,-1080
326579,4764563,-1693
326624,4764536,-1697
326044,4765908,-3408
336770,4751214,-4179
325640,4765902,-3483
326781,4765570,-1575
326727,4765694,-1710
326971,4762402,-2001
326873,4770683,-639
327651,4764653,-1253
330255,4757926,-3405
331914,4764067,-1675
325815,4765850,-3700
331124,4763395,-2078
326893,4762014,-2349
327078,4762104,-2432
337257,4749418,-5323
326255,4766229,-3281
326979,4761540,-2001
326236,4766208,-3236
326983,4761395,-1947
323929,4763535,-1654
329861,4758508,-1893
327114,4761591,-2385
327820,4761636,-1888
326584,4758690,-1511
323414,4764119,-6027
328995,4758658,-1975
321945,4774138,-4248
